IDENTIFIER	log2FoldChange	baseMean	lfcSE	stat	pvalue	padj	GO	arabidopsis	rice
bradi1g10520.1|pacid:21820140	1.265649153	1.215169435	0.499210081	2.535303678	0.011234988	0.031241401	"GO:0008020,GO:0006355,GO:0009584,GO:0018298,GO:0000155,GO:0007165,GO:0016020,GO:0005515,GO:0005524"	phytochrome A	"phytochrome A, putative, expressed"
bradi1g10540.1|pacid:21814988	-1.442397279	1998.812333	0.125069355	-11.53277938	9.02E-31	4.54E-29		alpha/beta-Hydrolases superfamily protein	"hydrolase, alpha/beta fold family domain containing protein, expressed"
bradi1g10580.1|pacid:21819137	-1.072990365	206.8388115	0.165640128	-6.477840705	9.30E-11	1.20E-09		Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	"LTPL118 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
bradi1g10640.1|pacid:21818753	-1.015132581	2807.16149	0.126016874	-8.055528991	7.91E-16	1.64E-14		Protein of unknown function (DUF760)	expressed protein
bradi1g10770.1|pacid:21822957	1.617297358	1.144798749	0.519765494	3.111590472	0.001860824	0.006579272	"GO:0004672,GO:0005524,GO:0006468"	MAP kinase kinase 9	"STE_MEK_ste7_MAP2K.7 - STE kinases include homologs to sterile 7, sterile 11 and sterile 20 from yeast, expressed"
bradi1g10930.1|pacid:21816408	-1.786282192	93.31122812	0.221545607	-8.062819296	7.46E-16	1.55E-14	"GO:0004553,GO:0005975"	B-S glucosidase 44	"Os3bglu7 - beta-glucosidase, exo-beta-glucanse, expressed"
bradi1g11050.1|pacid:21818620	-1.722424357	58.70192957	0.221818784	-7.765006757	8.16E-15	1.55E-13		Protein of unknown function (DUF3049)	expressed protein
bradi1g11280.1|pacid:21820199	-1.509606656	151.074222	0.115507206	-13.06937206	4.93E-39	3.44E-37	"GO:0017089,GO:0051861,GO:0046836,GO:0005737"	Glycolipid transfer protein (GLTP) family protein	"GLTP domain containing protein, putative, expressed"
bradi1g11310.1|pacid:21822763	1.483564068	3583.708932	0.152292471	9.741545696	2.00E-22	6.51E-21	"GO:0008270,GO:0005622,GO:0005515"	B-box type zinc finger protein with CCT domain	"CCT/B-box zinc finger protein, putative, expressed"
bradi1g11590.1|pacid:21821156	-1.344488788	74.72020068	0.268726033	-5.003195171	5.64E-07	4.23E-06			
bradi1g11620.1|pacid:21816497	1.666421815	898.6293152	0.140314504	11.87633326	1.57E-32	8.42E-31		Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	"phosphatase, putative, expressed"
bradi1g11630.1|pacid:21820279	-2.368280443	9.403720049	0.43569113	-5.43568661	5.46E-08	4.82E-07	"GO:0008380,GO:0005681"	splicing factor Prp18 family protein	"pre-mRNA-splicing factor, putative, expressed"
bradi1g11650.1|pacid:21821308	1.392737374	3.98169955	0.475574133	2.928538952	0.003405592	0.01113347	"GO:0005215,GO:0006810,GO:0016020"	NRAMP metal ion transporter family protein	"ethylene-insensitive protein, putative, expressed"
bradi1g11750.1|pacid:21821990	-1.973345226	1.666691281	0.523662822	-3.768350827	0.00016433	0.000764596	"GO:0012511,GO:0016021"	Oleosin family protein	"oleosin, putative, expressed"
bradi1g11760.1|pacid:21815393	-1.452789341	45.4382363	0.280429117	-5.180593779	2.21E-07	1.78E-06	"GO:0005515,GO:0003676,GO:0008270"	CCCH-type zinc finger protein with ARM repeat domain	"zinc finger family protein, putative, expressed"
bradi1g12000.1|pacid:21821334	-2.327015963	218.7955719	0.144623405	-16.09017542	2.99E-58	3.68E-56	"GO:0005529,GO:0008378,GO:0006486,GO:0016020"	Galactosyltransferase family protein	"galactosyltransferase family protein, putative, expressed"
bradi1g12090.1|pacid:21815923	-2.858554339	55.44591725	0.392979952	-7.274046226	3.49E-13	5.66E-12	"GO:0051087,GO:0006915"	BCL-2-associated athanogene 5	"IQ calmodulin-binding and BAG domain containing protein, putative, expressed"
bradi1g12200.1|pacid:21822622	-1.498775502	299.3224607	0.133739158	-11.20670659	3.78E-29	1.73E-27		5\'-AMP-activated protein kinase-related	"5-AMP-activated protein kinase-related, putative, expressed"
bradi1g12290.1|pacid:21821618	1.197497085	1.926181734	0.507533565	2.35944412	0.018302337	0.047058065	"GO:0016758,GO:0031227"	glycosyltransferase family protein 47	"exostosin, putative, expressed"
bradi1g12760.1|pacid:21823740	2.7889267	14.87369288	0.433337275	6.435926146	1.23E-10	1.56E-09		basic helix-loop-helix (bHLH) DNA-binding superfamily protein	"helix-loop-helix DNA-binding protein, putative, expressed"
bradi1g12810.1|pacid:21822089	-1.439057862	246.6015539	0.204008462	-7.053912614	1.74E-12	2.63E-11	"GO:0004553,GO:0005975"	O-Glycosyl hydrolases family 17 protein	"glucan endo-1,3-beta-glucosidase precursor, putative, expressed"
bradi1g12850.1|pacid:21822841	2.151953537	35.6201779	0.289269417	7.43927082	1.01E-13	1.74E-12		SBP (S-ribonuclease binding protein) family protein	"protein binding protein, putative, expressed"
bradi1g12950.1|pacid:21815696	1.823185808	11.1942572	0.473725727	3.848610507	0.00011879	0.000574493		Protein of unknown function (DUF1677)	expressed protein
bradi1g12960.1|pacid:21823238	1.106298109	16.42546412	0.418961447	2.640572578	0.008276606	0.023952491		Protein of unknown function (DUF581)	"DUF581 domain containing protein, expressed"
bradi1g13047.2|pacid:21820829	1.970984104	75.31342484	0.189398273	10.40655795	2.31E-25	8.66E-24		CVP2 like 1	"endonuclease/exonuclease/phosphatase family domain containing protein, expressed"
bradi1g13207.1|pacid:21819573	2.318353249	6.064615354	0.498422326	4.651383234	3.30E-06	2.19E-05	"GO:0003700,GO:0043565,GO:0006355"	WRKY DNA-binding protein 71	"WRKY60, expressed"
bradi1g13232.1|pacid:21819059	-2.150660431	444.3961004	0.093615906	-22.97323737	8.63E-117	3.72E-114	"GO:0004553,GO:0005975"	O-Glycosyl hydrolases family 17 protein	"glucan endo-1,3-beta-glucosidase precursor, putative, expressed"
bradi1g13240.1|pacid:21820676	-1.538721834	20.2411884	0.276147664	-5.572097961	2.52E-08	2.34E-07	"GO:0055085,GO:0016021"	calcium exchanger 7	"sodium/calcium exchanger protein, putative, expressed"
bradi1g13330.1|pacid:21821616	-1.788591607	6547.382124	0.110754801	-16.14911126	1.15E-58	1.43E-56		dehydrin family protein	"dehydrin, putative, expressed"
bradi1g13422.1|pacid:21821603	1.520648768	18.14126777	0.345682484	4.398975465	1.09E-05	6.53E-05	GO:0003677	Homeodomain-like superfamily protein	"oxidoreductase, short chain dehydrogenase/reductase family domain containing protein, expressed"
bradi1g13440.1|pacid:21815153	1.028194364	70.89220139	0.160923264	6.38934569	1.67E-10	2.09E-09	"GO:0006810,GO:0055085,GO:0016020,GO:0015171,GO:0003333"	cationic amino acid transporter 2	"amino acid permease, putative, expressed"
bradi1g13530.1|pacid:21823396	-2.001432312	18.09622538	0.348637884	-5.740719541	9.43E-09	9.28E-08		SWITCH1	"SWI1, putative, expressed"
bradi1g13760.1|pacid:21820124	1.000707114	36.06572316	0.289168785	3.460633253	0.000538906	0.002217954		nine-cis-epoxycarotenoid dioxygenase 9	"9-cis-epoxycarotenoid dioxygenase 1, chloroplast precursor, putative, expressed"
bradi1g13787.1|pacid:21822007	1.335653397	7.486903428	0.482629747	2.767449387	0.005649682	0.017286561		expansin B4	"expansin precursor, putative, expressed"
bradi1g13900.1|pacid:21815587	1.511597222	16.46287329	0.33018986	4.57796379	4.70E-06	3.01E-05	"GO:0006810,GO:0055085,GO:0016020,GO:0015171,GO:0003333"	amino acid transporter 1	"amino acid permease family protein, putative, expressed"
bradi1g13980.1|pacid:21816209	1.603580293	357.0222098	0.191937013	8.354721539	6.56E-17	1.47E-15	"GO:0030528,GO:0006355"	phytochrome interacting factor 3-like 5	"helix-loop-helix DNA-binding domain containing protein, expressed"
bradi1g14030.2|pacid:21815023	1.417691099	30.20985554	0.234917195	6.034854521	1.59E-09	1.75E-08	"GO:0022857,GO:0055085,GO:0016021"	Major facilitator superfamily protein	"transporter family protein, putative, expressed"
bradi1g14110.1|pacid:21823044	1.331737642	16.14880445	0.289239937	4.604266113	4.14E-06	2.70E-05		Plant protein of unknown function (DUF828) with plant pleckstrin homology-like region	expressed protein
bradi1g14170.1|pacid:21816089	1.955192806	3227.551282	0.179664281	10.88247925	1.40E-27	5.92E-26		Dormancy/auxin associated family protein	"auxin-repressed protein, putative, expressed"
bradi1g14307.1|pacid:21815595	1.373494995	28.13077928	0.300233623	4.574754089	4.77E-06	3.06E-05	"GO:0005524,GO:0016301,GO:0001906"	P-loop containing nucleoside triphosphate hydrolases superfamily protein	expressed protein
bradi1g14350.1|pacid:21816922	-2.211703837	209.8471235	0.170582143	-12.96562348	1.92E-38	1.32E-36	"GO:0015238,GO:0015297,GO:0006855,GO:0055085,GO:0016020"	MATE efflux family protein	"MATE efflux family protein, putative, expressed"
bradi1g14410.1|pacid:21815237	-1.015342867	539.9476281	0.070155578	-14.47273178	1.80E-47	1.65E-45	"GO:0016746,GO:0008152,GO:0008415"	Dihydrolipoamide succinyltransferase	"dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial precursor, putative, expressed"
bradi1g14560.1|pacid:21821693	1.46573568	61.08848715	0.209882425	6.983603708	2.88E-12	4.27E-11	"GO:0003677,GO:0006355"	AP2/B3-like transcriptional factor family protein	"B3 DNA binding domain containing protein, expressed"
bradi1g14700.2|pacid:21815564	-1.008291443	945.7366519	0.112402673	-8.970351133	2.96E-19	7.87E-18	"GO:0055114,GO:0016491"	NAD(P)-linked oxidoreductase superfamily protein	"oxidoreductase, aldo/keto reductase family protein, putative, expressed"
bradi1g14900.1|pacid:21819418	-1.513082217	172.1109235	0.272951218	-5.54341624	2.97E-08	2.72E-07	"GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114"	"cytochrome P450, family 81, subfamily D, polypeptide 5"	"cytochrome P450, putative, expressed"
bradi1g14920.1|pacid:21816306	1.281658842	0.756444975	0.507419425	2.525837165	0.011542297	0.031903481			
bradi1g14983.1|pacid:21820301	1.003628301	311.2287034	0.111529493	8.998770408	2.28E-19	6.11E-18	"GO:0008889,GO:0006071"	PLC-like phosphodiesterases superfamily protein	"glycerophosphoryl diester phosphodiesterase family protein, putative, expressed"
bradi1g15030.1|pacid:21817421	1.336523786	50.2276165	0.262017272	5.100899561	3.38E-07	2.64E-06	"GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114"	brassinosteroid-6-oxidase 2	"cytochrome P450, putative, expressed"
bradi1g15050.1|pacid:21817022	-1.920510812	1073.987996	0.08474312	-22.66273422	1.04E-113	4.41E-111	"GO:0008466,GO:0016758,GO:0007047,GO:0030244,GO:0005618,GO:0030054"	reversibly glycosylated polypeptide 2	"alpha-1,4-glucan-protein synthase, putative, expressed"
bradi1g15190.1|pacid:21816547	2.703722138	103.8169738	0.149282664	18.11142748	2.59E-73	4.67E-71	"GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114"	"cytochrome P450, family 71, subfamily B, polypeptide 36"	"cytochrome P450, putative, expressed"
bradi1g15310.1|pacid:21821158	1.307656632	3.564937254	0.500254049	2.613985105	0.008949294	0.025644637		FRIGIDA-like protein	"frigida, putative, expressed"
bradi1g15377.1|pacid:21823475	1.059614396	680.3290262	0.077785631	13.62223816	2.95E-42	2.26E-40			"metal ion binding protein, putative, expressed"
bradi1g15547.1|pacid:21819326	-3.512408363	300.6865296	0.245394039	-14.31334019	1.81E-46	1.58E-44	"GO:0016788,GO:0006629"	GDSL-like Lipase/Acylhydrolase superfamily protein	"GDSL-like lipase/acylhydrolase, putative, expressed"
bradi1g15590.1|pacid:21821752	-1.086629997	23.825333	0.34296507	-3.168340142	0.00153312	0.005553359	"GO:0008378,GO:0006486,GO:0016020"	Galactosyltransferase family protein	"galactosyltransferase, putative, expressed"
bradi1g15670.1|pacid:21815848	-1.707199356	53.59508	0.199893216	-8.540556736	1.34E-17	3.17E-16	"GO:0015238,GO:0015297,GO:0006855,GO:0055085,GO:0016020"	MATE efflux family protein	"MATE efflux family protein, putative, expressed"
bradi1g15680.1|pacid:21823095	-1.755679831	2706.947832	0.10042647	-17.48224181	1.96E-68	3.15E-66	"GO:0015238,GO:0015297,GO:0006855,GO:0055085,GO:0016020"	MATE efflux family protein	"MATE efflux family protein, putative, expressed"
bradi1g15710.1|pacid:21821911	-1.524873882	34.02354568	0.240443736	-6.34191561	2.27E-10	2.78E-09		Pentatricopeptide repeat (PPR-like) superfamily protein	"pentatricopeptide, putative, expressed"
bradi1g15910.2|pacid:21815795	-1.08758248	60.7043843	0.218987001	-4.966424843	6.82E-07	5.07E-06		Uncharacterized conserved protein (DUF2215)	"proline-rich family protein, putative, expressed"
bradi1g16470.1|pacid:21819018	-2.257115819	355.4392027	0.15569906	-14.49665671	1.27E-47	1.18E-45		Kinase interacting (KIP1-like) family protein	"KIP1, putative, expressed"
bradi1g16480.1|pacid:21818811	-1.445614537	97.26958742	0.220346497	-6.560642259	5.36E-11	7.02E-10	"GO:0004672,GO:0005524,GO:0006468"	Protein kinase superfamily protein	"protein kinase APK1B, chloroplast precursor, putative, expressed"
bradi1g16517.1|pacid:21815655	-1.078854282	66.91029483	0.212713845	-5.07185737	3.94E-07	3.05E-06	"GO:0004664,GO:0009094,GO:0016597,GO:0008152"	arogenate dehydratase 2	"P-protein, putative, expressed"
bradi1g16580.1|pacid:21815112	-1.100956796	995.6155727	0.18025029	-6.107933569	1.01E-09	1.14E-08	"GO:0006629,GO:0016717,GO:0055114,GO:0016491"	fatty acid desaturase 8	"omega-3 fatty acid desaturase, chloroplast precursor, putative, expressed"
bradi1g16710.1|pacid:21823010	-2.297603115	41.76906422	0.219807915	-10.45277699	1.42E-25	5.39E-24	"GO:0006952,GO:0009607"	Polyketide cyclase/dehydrase and lipid transport superfamily protein	"cyclase/dehydrase family protein, putative, expressed"
bradi1g17080.1|pacid:21815463	1.130108261	123.5497147	0.149003489	7.584441619	3.34E-14	5.97E-13	"GO:0016491,GO:0008152,GO:0055114"	aldehyde dehydrogenase 22A1	"aldehyde dehydrogenase, putative, expressed"
bradi1g17120.1|pacid:21818810	-1.035771663	6.35838719	0.423479638	-2.445859419	0.014450733	0.038591752			
bradi1g17200.1|pacid:21822259	2.283551239	108.4395511	0.219931026	10.38303364	2.96E-25	1.11E-23	GO:0016757	galactinol synthase 2	"glycosyl transferase 8 domain containing protein, putative, expressed"
bradi1g17430.1|pacid:21816776	1.545213562	109.7526623	0.196357133	7.869403766	3.56E-15	7.00E-14	"GO:0045454,GO:0015035,GO:0009055,GO:0006662"	atypical CYS  HIS rich thioredoxin 4	"thioredoxin, putative, expressed"
bradi1g17490.1|pacid:21821323	-1.197023026	113.9133274	0.170489336	-7.021102053	2.20E-12	3.30E-11	GO:0016787	apyrase 2	"nucleoside-triphosphatase, putative, expressed"
bradi1g17510.1|pacid:21820230	2.070105856	314.9239258	0.187618347	11.03360035	2.63E-28	1.15E-26	"GO:0003676,GO:0008270"	Zinc finger (CCCH-type) family protein / RNA recognition motif (RRM)-containing protein	"RNA-binding zinc finger protein, putative, expressed"
bradi1g17600.1|pacid:21816296	1.193234953	0.67514048	0.501401863	2.379797606	0.017322149	0.04493873	"GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114"	"cytochrome P450, family 714, subfamily A, polypeptide 1"	"cytochrome P450, putative, expressed"
bradi1g17790.1|pacid:21823605	-2.30836404	20.30467202	0.378025248	-6.106375303	1.02E-09	1.15E-08	"GO:0004601,GO:0020037,GO:0006979,GO:0055114"	Peroxidase superfamily protein	"peroxidase precursor, putative, expressed"
bradi1g17800.1|pacid:21821743	-1.463980337	5.057787395	0.462352027	-3.166375948	0.001543512	0.005584875		Plant protein of unknown function (DUF827)	expressed protein
bradi1g17870.1|pacid:21818231	-1.601371853	65.04961831	0.218493568	-7.329148697	2.32E-13	3.83E-12	"GO:0004601,GO:0020037,GO:0006979,GO:0055114"	Peroxidase superfamily protein	"peroxidase precursor, putative, expressed"
bradi1g17960.1|pacid:21818378	1.603636108	1.133367326	0.520583027	3.080461763	0.002066799	0.0072225			"AP2 domain containing protein, expressed"
bradi1g17980.2|pacid:21822730	-1.205858383	8.426922233	0.39982235	-3.015985433	0.002561456	0.008693598		Pollen Ole e 1 allergen and extensin family protein	"POEI49 - Pollen Ole e I allergen and extensin family protein precursor, expressed"
bradi1g17997.1|pacid:21821817	1.188650681	4.994152844	0.412844877	2.87917023	0.00398723	0.012786102		Pentatricopeptide repeat (PPR) superfamily protein	"PPR repeat domain containing protein, putative, expressed"
bradi1g18030.1|pacid:21819280	-1.956561342	206.4987463	0.246003941	-7.953373965	1.81E-15	3.63E-14		Hypoxia-responsive family protein	"hypoxia-responsive family protein, putative, expressed"
bradi1g18090.3|pacid:21819950	1.47926725	17.1259243	0.331660064	4.460191057	8.19E-06	5.04E-05		SPX (SYG1/Pho81/XPR1) domain-containing protein	expressed protein
bradi1g18325.1|pacid:21817356	1.468977627	5.202388203	0.51365297	2.859863978	0.004238228	0.013475442	GO:0005515	F-box/RNI-like superfamily protein	"OsFBX275 - F-box domain containing protein, expressed"
bradi1g18330.1|pacid:21819595	2.588168478	7.544728329	0.435370363	5.94475117	2.77E-09	2.95E-08	GO:0005515	F-box/RNI-like superfamily protein	"OsFBX275 - F-box domain containing protein, expressed"
bradi1g18347.1|pacid:21820241	1.108544381	75.11038014	0.167719268	6.609523131	3.86E-11	5.14E-10		Kinase interacting (KIP1-like) family protein	"KIP1, putative, expressed"
bradi1g18407.1|pacid:21820849	-1.495339947	23.66396906	0.440263601	-3.396465082	0.000682623	0.002727876	GO:0005515	B-box type zinc finger protein with CCT domain	"CCT/B-box zinc finger protein, putative, expressed"
bradi1g18500.1|pacid:21814865	1.360922149	13.77752026	0.411117636	3.310298633	0.000931965	0.003586192	"GO:0004672,GO:0005524,GO:0006468"	Protein kinase superfamily protein	"protein kinase APK1B, chloroplast precursor, putative, expressed"
bradi1g18780.1|pacid:21815805	-1.493028688	1457.099043	0.083586867	-17.86200085	2.33E-71	3.95E-69		dehydration-induced protein (ERD15)	"early response to dehydration 15, putative, expressed"
bradi1g18920.1|pacid:21821613	2.057270751	133.6609243	0.168302135	12.2236759	2.32E-34	1.35E-32	"GO:0003676,GO:0005524,GO:0008026,GO:0004386"	DEA(D/H)-box RNA helicase family protein	
bradi1g19010.1|pacid:21822871	1.180468489	125.6397402	0.193610827	6.097120229	1.08E-09	1.21E-08	"GO:0003824,GO:0008152"	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	"rhythmically expressed gene 2 protein, putative, expressed"
bradi1g19150.1|pacid:21818961	1.823997902	5.83342193	0.427698288	4.264683664	2.00E-05	0.000114712		TRAF-type zinc finger-related	"TRAF-type zinc finger domain-containing protein 1, putative, expressed"
bradi1g19270.1|pacid:21822420	2.192876699	238.3032908	0.118492294	18.50649213	1.83E-76	3.63E-74	"GO:0004553,GO:0005975"	B-S glucosidase 44	"Os7bglu26 - beta-mannosidase/glucosidase/exoglucanase, expressed"
