seqname,source,feature,start,end,score,strand,frame,attribute,motif
Bd1,phytozome9_0,gene,4206012,4209237,.,+,.,Bradi1g06270,1
Bd1,phytozome9_0,gene,4212449,4215399,.,-,.,Bradi1g06280,2
Bd1,phytozome9_0,gene,4220418,4224204,.,+,.,Bradi1g06290,2
Bd1,phytozome9_0,gene,4264645,4267237,.,+,.,Bradi1g06360,1
Bd1,phytozome9_0,gene,4266212,4268893,.,-,.,Bradi1g06366,3
Bd1,phytozome9_0,gene,4269901,4271270,.,-,.,Bradi1g06372,3
Bd1,phytozome9_0,gene,4275472,4288834,.,-,.,Bradi1g06380,1
Bd1,phytozome9_0,gene,4303721,4304935,.,+,.,Bradi1g06400,1
Bd1,phytozome9_0,gene,4317767,4318716,.,+,.,Bradi1g06420,1
Bd1,phytozome9_0,gene,4329488,4332731,.,-,.,Bradi1g06430,2
Bd1,phytozome9_0,gene,4333320,4336688,.,-,.,Bradi1g06440,2
Bd1,phytozome9_0,gene,4339468,4340669,.,+,.,Bradi1g06450,2
Bd1,phytozome9_0,gene,4343644,4344792,.,-,.,Bradi1g06460,2
Bd1,phytozome9_0,gene,4352352,4355344,.,-,.,Bradi1g06470,1
Bd1,phytozome9_0,gene,4361915,4363165,.,+,.,Bradi1g06490,1
Bd1,phytozome9_0,gene,4378927,4380583,.,-,.,Bradi1g06500,1
Bd1,phytozome9_0,gene,4385976,4387360,.,+,.,Bradi1g06510,1
Bd1,phytozome9_0,gene,4403766,4406145,.,+,.,Bradi1g06560,1
Bd1,phytozome9_0,gene,4416761,4423200,.,-,.,Bradi1g06580,2
Bd1,phytozome9_0,gene,4454972,4456548,.,+,.,Bradi1g06610,2
Bd1,phytozome9_0,gene,4462230,4465269,.,-,.,Bradi1g06620,3
Bd1,phytozome9_0,gene,4473477,4476323,.,+,.,Bradi1g06630,4
Bd1,phytozome9_0,gene,4497331,4500357,.,-,.,Bradi1g06635,1
Bd1,phytozome9_0,gene,4569323,4572596,.,+,.,Bradi1g06660,1
Bd1,phytozome9_0,gene,4574101,4577532,.,-,.,Bradi1g06670,2
Bd1,phytozome9_0,gene,4579670,4580391,.,-,.,Bradi1g06680,2
Bd1,phytozome9_0,gene,4584501,4585343,.,-,.,Bradi1g06690,3
Bd1,phytozome9_0,gene,4591955,4594460,.,+,.,Bradi1g06700,3
Bd1,phytozome9_0,gene,4598934,4600596,.,+,.,Bradi1g06720,1
Bd1,phytozome9_0,gene,4602764,4604761,.,+,.,Bradi1g06730,2
Bd1,phytozome9_0,gene,4611789,4614089,.,+,.,Bradi1g06750,1
Bd1,phytozome9_0,gene,4623154,4626462,.,+,.,Bradi1g06772,2
Bd1,phytozome9_0,gene,4633404,4636518,.,-,.,Bradi1g06800,1
Bd1,phytozome9_0,gene,4644906,4648278,.,+,.,Bradi1g06820,2
Bd1,phytozome9_0,gene,4650520,4651442,.,-,.,Bradi1g06840,1
Bd1,phytozome9_0,gene,4656898,4658469,.,-,.,Bradi1g06850,1
Bd1,phytozome9_0,gene,4683873,4698983,.,-,.,Bradi1g06860,1
Bd1,phytozome9_0,gene,4863078,4870483,.,-,.,Bradi1g06945,1
Bd1,phytozome9_0,gene,4873403,4876088,.,+,.,Bradi1g06960,1
Bd1,phytozome9_0,gene,4888584,4890227,.,-,.,Bradi1g06990,1
Bd1,phytozome9_0,gene,4892945,4894480,.,-,.,Bradi1g06997,1
Bd1,phytozome9_0,gene,4902843,4905139,.,+,.,Bradi1g07010,1
Bd1,phytozome9_0,gene,4906934,4912784,.,+,.,Bradi1g07020,3
Bd1,phytozome9_0,gene,4951679,4954046,.,-,.,Bradi1g07080,2
Bd1,phytozome9_0,gene,4956775,4961576,.,-,.,Bradi1g07100,1
Bd1,phytozome9_0,gene,4961929,4966508,.,-,.,Bradi1g07110,1
Bd1,phytozome9_0,gene,4969398,4972561,.,+,.,Bradi1g07120,1
Bd1,phytozome9_0,gene,4973195,4975304,.,+,.,Bradi1g07126,2
Bd1,phytozome9_0,gene,4976942,4979955,.,-,.,Bradi1g07132,3
Bd1,phytozome9_0,gene,4982557,4991623,.,+,.,Bradi1g07140,2
Bd1,phytozome9_0,gene,4992944,4997031,.,+,.,Bradi1g07150,1
Bd1,phytozome9_0,gene,4998285,5001164,.,-,.,Bradi1g07160,1
Bd1,phytozome9_0,gene,5022965,5030627,.,-,.,Bradi1g07190,3
Bd1,phytozome9_0,gene,5040137,5044305,.,+,.,Bradi1g07200,3
Bd1,phytozome9_0,gene,5059047,5061542,.,-,.,Bradi1g07230,2
Bd1,phytozome9_0,gene,5062615,5064992,.,-,.,Bradi1g07237,2
Bd1,phytozome9_0,gene,5079553,5080976,.,+,.,Bradi1g07260,1
Bd1,phytozome9_0,gene,5089443,5092202,.,+,.,Bradi1g07270,2
Bd1,phytozome9_0,gene,5099306,5102595,.,+,.,Bradi1g07277,1
Bd1,phytozome9_0,gene,5105505,5109153,.,-,.,Bradi1g07290,2
Bd1,phytozome9_0,gene,5138398,5138973,.,+,.,Bradi1g07310,1
Bd1,phytozome9_0,gene,5143635,5145172,.,-,.,Bradi1g07320,1
Bd1,phytozome9_0,gene,5177970,5178909,.,+,.,Bradi1g07350,1
Bd1,phytozome9_0,gene,5191180,5194669,.,+,.,Bradi1g07380,1
Bd1,phytozome9_0,gene,5201598,5206488,.,+,.,Bradi1g07390,2
Bd1,phytozome9_0,gene,5213107,5215281,.,+,.,Bradi1g07410,1
Bd1,phytozome9_0,gene,5218599,5219156,.,-,.,Bradi1g07420,2
Bd1,phytozome9_0,gene,5225433,5226941,.,-,.,Bradi1g07430,2
Bd1,phytozome9_0,gene,5228051,5229104,.,-,.,Bradi1g07440,1
Bd1,phytozome9_0,gene,5229843,5229908,.,-,.,Bradi1g07445,1
Bd1,phytozome9_0,gene,5233818,5235282,.,+,.,Bradi1g07450,1
Bd1,phytozome9_0,gene,5234500,5237532,.,-,.,Bradi1g07457,1
Bd1,phytozome9_0,gene,5246453,5248779,.,+,.,Bradi1g07480,2
Bd1,phytozome9_0,gene,5259265,5259937,.,-,.,Bradi1g07495,1
Bd1,phytozome9_0,gene,5260784,5261454,.,-,.,Bradi1g07500,1
Bd1,phytozome9_0,gene,5276455,5286588,.,+,.,Bradi1g07520,1
Bd1,phytozome9_0,gene,5286610,5287371,.,-,.,Bradi1g07530,1
Bd1,phytozome9_0,gene,5311541,5315441,.,+,.,Bradi1g07560,1
Bd1,phytozome9_0,gene,5328314,5330491,.,-,.,Bradi1g07577,2
Bd1,phytozome9_0,gene,5339514,5340680,.,-,.,Bradi1g07600,2
Bd1,phytozome9_0,gene,5395599,5396952,.,+,.,Bradi1g07660,2
Bd1,phytozome9_0,gene,5402280,5413532,.,-,.,Bradi1g07670,1
Bd1,phytozome9_0,gene,5442705,5446028,.,-,.,Bradi1g07710,1
Bd1,phytozome9_0,gene,5508890,5510016,.,-,.,Bradi1g07770,1
Bd1,phytozome9_0,gene,5512945,5515399,.,-,.,Bradi1g07780,1
Bd1,phytozome9_0,gene,5518459,5520042,.,-,.,Bradi1g07790,1
Bd1,phytozome9_0,gene,5530282,5531302,.,+,.,Bradi1g07797,1
Bd1,phytozome9_0,gene,5532475,5540089,.,+,.,Bradi1g07810,1
Bd1,phytozome9_0,gene,5540717,5544671,.,-,.,Bradi1g07820,2
Bd1,phytozome9_0,gene,5562124,5564244,.,-,.,Bradi1g07850,2
Bd1,phytozome9_0,gene,5564610,5567991,.,+,.,Bradi1g07860,1
Bd1,phytozome9_0,gene,5570581,5572835,.,+,.,Bradi1g07870,2
Bd1,phytozome9_0,gene,5573487,5575312,.,+,.,Bradi1g07880,3
Bd1,phytozome9_0,gene,5577589,5578375,.,+,.,Bradi1g07890,1
Bd1,phytozome9_0,gene,5579684,5580382,.,+,.,Bradi1g07900,1
Bd1,phytozome9_0,gene,5604256,5606799,.,+,.,Bradi1g07942,1
Bd1,phytozome9_0,gene,5619653,5623406,.,-,.,Bradi1g07970,2
Bd1,phytozome9_0,gene,5631457,5636710,.,-,.,Bradi1g07987,1
Bd1,phytozome9_0,gene,5656367,5661863,.,+,.,Bradi1g08010,1
Bd1,phytozome9_0,gene,5662602,5665276,.,-,.,Bradi1g08020,2
Bd1,phytozome9_0,gene,5667941,5669110,.,+,.,Bradi1g08030,2
Bd1,phytozome9_0,gene,5671883,5674703,.,-,.,Bradi1g08040,2
Bd1,phytozome9_0,gene,5676523,5677255,.,+,.,Bradi1g08050,2
Bd1,phytozome9_0,gene,5677317,5682392,.,-,.,Bradi1g08060,2
Bd1,phytozome9_0,gene,5684232,5691628,.,+,.,Bradi1g08070,2
Bd1,phytozome9_0,gene,5724515,5726983,.,-,.,Bradi1g08120,1
Bd1,phytozome9_0,gene,5732237,5735466,.,-,.,Bradi1g08130,1
Bd1,phytozome9_0,gene,5737162,5738791,.,-,.,Bradi1g08140,1
Bd1,phytozome9_0,gene,5743273,5744944,.,-,.,Bradi1g08145,1
Bd1,phytozome9_0,gene,5745826,5747253,.,-,.,Bradi1g08150,1
Bd1,phytozome9_0,gene,5747873,5749577,.,-,.,Bradi1g08157,2
Bd1,phytozome9_0,gene,5751026,5753517,.,+,.,Bradi1g08170,1
Bd1,phytozome9_0,gene,5846008,5847519,.,-,.,Bradi1g08320,1
Bd1,phytozome9_0,gene,5853959,5859500,.,+,.,Bradi1g08326,1
Bd1,phytozome9_0,gene,5907710,5909929,.,+,.,Bradi1g08357,1
Bd1,phytozome9_0,gene,5914374,5915662,.,-,.,Bradi1g08370,1
Bd1,phytozome9_0,gene,5923097,5925551,.,+,.,Bradi1g08380,1
Bd1,phytozome9_0,gene,5925864,5930166,.,-,.,Bradi1g08390,1
Bd1,phytozome9_0,gene,5930698,5934968,.,-,.,Bradi1g08400,1
Bd1,phytozome9_0,gene,5940924,5941709,.,-,.,Bradi1g08410,2
Bd1,phytozome9_0,gene,5951814,5954155,.,+,.,Bradi1g08420,1
Bd1,phytozome9_0,gene,5977329,5978468,.,+,.,Bradi1g08450,1
Bd1,phytozome9_0,gene,5993083,5993865,.,-,.,Bradi1g08490,1
Bd1,phytozome9_0,gene,6015904,6016914,.,+,.,Bradi1g08517,1
Bd1,phytozome9_0,gene,6021375,6024050,.,-,.,Bradi1g08530,2
Bd1,phytozome9_0,gene,6035797,6039692,.,-,.,Bradi1g08550,1
Bd1,phytozome9_0,gene,6055224,6060449,.,-,.,Bradi1g08570,1
Bd1,phytozome9_0,gene,6085819,6090962,.,+,.,Bradi1g08620,1
Bd1,phytozome9_0,gene,6091193,6092118,.,-,.,Bradi1g08627,1
Bd1,phytozome9_0,gene,6094259,6095149,.,+,.,Bradi1g08640,1
Bd1,phytozome9_0,gene,6097120,6099048,.,-,.,Bradi1g08650,2
Bd1,phytozome9_0,gene,6103556,6110266,.,-,.,Bradi1g08660,1
Bd1,phytozome9_0,gene,6144527,6156013,.,-,.,Bradi1g08727,1
Bd1,phytozome9_0,gene,6158867,6159768,.,+,.,Bradi1g08750,1
Bd1,phytozome9_0,gene,6160051,6163671,.,-,.,Bradi1g08760,1
Bd1,phytozome9_0,gene,6179215,6180806,.,-,.,Bradi1g08790,1
Bd1,phytozome9_0,gene,6183123,6183569,.,-,.,Bradi1g08800,1
Bd1,phytozome9_0,gene,6187491,6191132,.,+,.,Bradi1g08810,1
Bd1,phytozome9_0,gene,6196861,6198158,.,+,.,Bradi1g08820,1
Bd1,phytozome9_0,gene,6199062,6202306,.,-,.,Bradi1g08830,2
Bd1,phytozome9_0,gene,6204158,6205907,.,-,.,Bradi1g08840,3
Bd1,phytozome9_0,gene,6207116,6218062,.,+,.,Bradi1g08847,1
Bd1,phytozome9_0,gene,6225476,6226263,.,+,.,Bradi1g08860,2
Bd1,phytozome9_0,gene,6256520,6257659,.,-,.,Bradi1g08870,1
Bd1,phytozome9_0,gene,6297826,6300492,.,-,.,Bradi1g08907,1
Bd1,phytozome9_0,gene,6327453,6329836,.,+,.,Bradi1g08930,1
Bd1,phytozome9_0,gene,6330006,6332858,.,-,.,Bradi1g08940,2
Bd1,phytozome9_0,gene,6333212,6334384,.,+,.,Bradi1g08950,1
Bd1,phytozome9_0,gene,6337113,6337334,.,+,.,Bradi1g08960,2
Bd1,phytozome9_0,gene,6338916,6340535,.,+,.,Bradi1g08970,1
Bd1,phytozome9_0,gene,6344000,6347899,.,+,.,Bradi1g08977,2
Bd1,phytozome9_0,gene,6351432,6352286,.,-,.,Bradi1g08990,1
Bd1,phytozome9_0,gene,6378957,6380489,.,-,.,Bradi1g09020,1
Bd1,phytozome9_0,gene,6386141,6389595,.,+,.,Bradi1g09030,1
Bd1,phytozome9_0,gene,6389708,6391954,.,-,.,Bradi1g09040,2
Bd1,phytozome9_0,gene,6394072,6394924,.,+,.,Bradi1g09050,2
Bd1,phytozome9_0,gene,6452536,6454824,.,-,.,Bradi1g09080,1
Bd1,phytozome9_0,gene,6463216,6465761,.,+,.,Bradi1g09090,1
Bd1,phytozome9_0,gene,6464375,6469684,.,-,.,Bradi1g09100,2
Bd1,phytozome9_0,gene,6470410,6473867,.,-,.,Bradi1g09110,1
Bd1,phytozome9_0,gene,6530430,6531542,.,-,.,Bradi1g09150,1
Bd1,phytozome9_0,gene,6539771,6542032,.,+,.,Bradi1g09160,3
Bd1,phytozome9_0,gene,6560096,6562749,.,-,.,Bradi1g09177,1
Bd1,phytozome9_0,gene,6575110,6579308,.,-,.,Bradi1g09200,1
Bd1,phytozome9_0,gene,6581639,6586099,.,-,.,Bradi1g09210,2
Bd1,phytozome9_0,gene,6593517,6594594,.,-,.,Bradi1g09220,2
Bd1,phytozome9_0,gene,6603710,6604342,.,+,.,Bradi1g09230,1
Bd1,phytozome9_0,gene,6615088,6616590,.,-,.,Bradi1g09240,1
Bd1,phytozome9_0,gene,6632530,6633984,.,-,.,Bradi1g09250,1
Bd1,phytozome9_0,gene,6704134,6707695,.,-,.,Bradi1g09320,1
Bd1,phytozome9_0,gene,6708045,6711675,.,+,.,Bradi1g09327,1
Bd1,phytozome9_0,gene,6736291,6739409,.,+,.,Bradi1g09357,2
Bd1,phytozome9_0,gene,6744330,6747389,.,+,.,Bradi1g09380,1
Bd1,phytozome9_0,gene,6779834,6781299,.,-,.,Bradi1g09440,1
Bd1,phytozome9_0,gene,6784461,6789101,.,+,.,Bradi1g09450,3
Bd1,phytozome9_0,gene,6802941,6803672,.,-,.,Bradi1g09487,2
Bd1,phytozome9_0,gene,6808102,6810031,.,-,.,Bradi1g09500,1
Bd1,phytozome9_0,gene,6816149,6819774,.,+,.,Bradi1g09507,1
Bd1,phytozome9_0,gene,6852708,6853298,.,+,.,Bradi1g09570,2
Bd1,phytozome9_0,gene,6854196,6855052,.,+,.,Bradi1g09577,1
Bd1,phytozome9_0,gene,6864158,6864759,.,-,.,Bradi1g09600,1
Bd1,phytozome9_0,gene,6922209,6926582,.,-,.,Bradi1g09660,2
Bd1,phytozome9_0,gene,6940794,6944721,.,-,.,Bradi1g09680,2
Bd1,phytozome9_0,gene,6948669,6949904,.,-,.,Bradi1g09690,1
Bd1,phytozome9_0,gene,7083575,7086925,.,-,.,Bradi1g09820,1
Bd1,phytozome9_0,gene,7106902,7110502,.,-,.,Bradi1g09870,1
Bd1,phytozome9_0,gene,7121044,7123408,.,-,.,Bradi1g09900,1
Bd1,phytozome9_0,gene,7139877,7142197,.,+,.,Bradi1g09917,1
Bd1,phytozome9_0,gene,7142534,7145216,.,+,.,Bradi1g09930,2
Bd1,phytozome9_0,gene,7145718,7148789,.,+,.,Bradi1g09940,1
Bd1,phytozome9_0,gene,7171278,7173524,.,+,.,Bradi1g09980,1
Bd1,phytozome9_0,gene,7173754,7177132,.,-,.,Bradi1g09990,1
Bd1,phytozome9_0,gene,7177337,7181860,.,-,.,Bradi1g10000,1
Bd1,phytozome9_0,gene,7209811,7212045,.,+,.,Bradi1g10030,2
Bd1,phytozome9_0,gene,7252897,7257993,.,+,.,Bradi1g10070,1
Bd1,phytozome9_0,gene,7258945,7259763,.,+,.,Bradi1g10080,1
Bd1,phytozome9_0,gene,7262046,7265857,.,-,.,Bradi1g10090,1
Bd1,phytozome9_0,gene,7306923,7313341,.,-,.,Bradi1g10140,1
Bd1,phytozome9_0,gene,7361044,7361343,.,-,.,Bradi1g10200,1
Bd1,phytozome9_0,gene,7363419,7375025,.,-,.,Bradi1g10210,1
Bd1,phytozome9_0,gene,7440326,7441414,.,+,.,Bradi1g10320,1
Bd1,phytozome9_0,gene,7445169,7447109,.,-,.,Bradi1g10330,1
Bd1,phytozome9_0,gene,7454795,7460521,.,+,.,Bradi1g10340,1
Bd1,phytozome9_0,gene,7460705,7462782,.,-,.,Bradi1g10347,1
Bd1,phytozome9_0,gene,7472038,7479036,.,-,.,Bradi1g10360,1
Bd1,phytozome9_0,gene,7502934,7505859,.,+,.,Bradi1g10410,1
Bd1,phytozome9_0,gene,7507648,7508253,.,+,.,Bradi1g10420,1
Bd1,phytozome9_0,gene,7515024,7517067,.,+,.,Bradi1g10440,1
Bd1,phytozome9_0,gene,7543821,7544635,.,+,.,Bradi1g10460,1
Bd1,phytozome9_0,gene,7582946,7584317,.,+,.,Bradi1g10500,2
Bd1,phytozome9_0,gene,7608174,7615403,.,+,.,Bradi1g10520,2
Bd1,phytozome9_0,gene,7619237,7626251,.,+,.,Bradi1g10530,1
Bd1,phytozome9_0,gene,7630591,7632936,.,+,.,Bradi1g10540,2
Bd1,phytozome9_0,gene,7637716,7648543,.,+,.,Bradi1g10550,1
Bd1,phytozome9_0,gene,7666968,7670973,.,+,.,Bradi1g10590,3
Bd1,phytozome9_0,gene,7672576,7674201,.,-,.,Bradi1g10600,1
Bd1,phytozome9_0,gene,7688553,7689236,.,-,.,Bradi1g10620,1
Bd1,phytozome9_0,gene,7691713,7694435,.,-,.,Bradi1g10630,1
Bd1,phytozome9_0,gene,7711434,7713947,.,-,.,Bradi1g10650,1
Bd1,phytozome9_0,gene,7729435,7731169,.,-,.,Bradi1g10670,1
Bd1,phytozome9_0,gene,7736500,7741259,.,-,.,Bradi1g10690,1
Bd1,phytozome9_0,gene,7745083,7755132,.,+,.,Bradi1g10697,1
Bd1,phytozome9_0,gene,7769995,7774262,.,-,.,Bradi1g10720,1
Bd1,phytozome9_0,gene,7780583,7781180,.,-,.,Bradi1g10740,1
Bd1,phytozome9_0,gene,7799175,7801791,.,-,.,Bradi1g10750,1
Bd1,phytozome9_0,gene,7803371,7807138,.,+,.,Bradi1g10760,1
Bd1,phytozome9_0,gene,7812792,7816966,.,+,.,Bradi1g10780,1
Bd1,phytozome9_0,gene,7835644,7836642,.,-,.,Bradi1g10790,1
Bd1,phytozome9_0,gene,7865287,7866321,.,+,.,Bradi1g10800,1
Bd1,phytozome9_0,gene,7866789,7871384,.,+,.,Bradi1g10810,1
Bd1,phytozome9_0,gene,7871837,7873360,.,-,.,Bradi1g10820,3
Bd1,phytozome9_0,gene,7891873,7893240,.,+,.,Bradi1g10850,1
Bd1,phytozome9_0,gene,7894244,7895650,.,+,.,Bradi1g10860,3
Bd1,phytozome9_0,gene,7902072,7908082,.,+,.,Bradi1g10870,1
Bd1,phytozome9_0,gene,7919251,7920564,.,+,.,Bradi1g10880,3
Bd1,phytozome9_0,gene,7921550,7925305,.,-,.,Bradi1g10890,3
Bd1,phytozome9_0,gene,7931948,7933410,.,+,.,Bradi1g10900,2
Bd1,phytozome9_0,gene,7947702,7952770,.,-,.,Bradi1g10940,1
Bd1,phytozome9_0,gene,7997677,7999472,.,+,.,Bradi1g10990,1
Bd1,phytozome9_0,gene,7999747,8002411,.,+,.,Bradi1g11000,1
Bd1,phytozome9_0,gene,8002529,8007898,.,-,.,Bradi1g11010,1
Bd1,phytozome9_0,gene,8129288,8130445,.,+,.,Bradi1g11060,1
Bd1,phytozome9_0,gene,8185615,8188209,.,+,.,Bradi1g11090,2
Bd1,phytozome9_0,gene,8231937,8235511,.,-,.,Bradi1g11130,2
Bd1,phytozome9_0,gene,8235911,8237062,.,+,.,Bradi1g11140,2
Bd1,phytozome9_0,gene,8241406,8247639,.,+,.,Bradi1g11150,2
Bd1,phytozome9_0,gene,8260514,8264644,.,-,.,Bradi1g11187,4
Bd1,phytozome9_0,gene,8312453,8314464,.,-,.,Bradi1g11270,1
Bd1,phytozome9_0,gene,8332411,8333953,.,-,.,Bradi1g11280,1
Bd1,phytozome9_0,gene,8339785,8341457,.,+,.,Bradi1g11290,1
Bd1,phytozome9_0,gene,8356244,8358332,.,+,.,Bradi1g11310,1
Bd1,phytozome9_0,gene,8360691,8378118,.,-,.,Bradi1g11317,1
Bd1,phytozome9_0,gene,8411539,8412885,.,-,.,Bradi1g11350,3
Bd1,phytozome9_0,gene,8486874,8490027,.,-,.,Bradi1g11430,1
Bd1,phytozome9_0,gene,8538647,8540953,.,+,.,Bradi1g11480,1
Bd1,phytozome9_0,gene,8566029,8566736,.,-,.,Bradi1g11510,1
Bd1,phytozome9_0,gene,8567127,8571786,.,-,.,Bradi1g11520,1
Bd1,phytozome9_0,gene,8573765,8574808,.,-,.,Bradi1g11525,2
Bd1,phytozome9_0,gene,8593935,8596488,.,+,.,Bradi1g11550,1
Bd1,phytozome9_0,gene,8601717,8604251,.,-,.,Bradi1g11567,1
Bd1,phytozome9_0,gene,8619957,8620787,.,-,.,Bradi1g11590,1
Bd1,phytozome9_0,gene,8662022,8666491,.,-,.,Bradi1g11660,2
Bd1,phytozome9_0,gene,8667962,8673566,.,-,.,Bradi1g11670,2
Bd1,phytozome9_0,gene,8686312,8690433,.,-,.,Bradi1g11680,2
Bd1,phytozome9_0,gene,8702238,8705544,.,+,.,Bradi1g11700,2
Bd1,phytozome9_0,gene,8709697,8710771,.,+,.,Bradi1g11710,1
Bd1,phytozome9_0,gene,8711268,8715553,.,-,.,Bradi1g11720,1
Bd1,phytozome9_0,gene,8718135,8725894,.,-,.,Bradi1g11730,1
Bd1,phytozome9_0,gene,8728209,8731977,.,+,.,Bradi1g11740,1
Bd1,phytozome9_0,gene,8735003,8735889,.,+,.,Bradi1g11750,1
Bd1,phytozome9_0,gene,8757889,8760822,.,-,.,Bradi1g11770,1
Bd1,phytozome9_0,gene,8765203,8770153,.,+,.,Bradi1g11780,1
Bd1,phytozome9_0,gene,8782279,8786402,.,-,.,Bradi1g11800,1
Bd1,phytozome9_0,gene,8809690,8813352,.,-,.,Bradi1g11837,1
Bd1,phytozome9_0,gene,8822612,8823529,.,+,.,Bradi1g11860,2
Bd1,phytozome9_0,gene,8848236,8851820,.,-,.,Bradi1g11910,1
Bd1,phytozome9_0,gene,8858630,8859654,.,+,.,Bradi1g11920,1
Bd1,phytozome9_0,gene,8862560,8863478,.,+,.,Bradi1g11930,3
Bd1,phytozome9_0,gene,8870216,8872300,.,-,.,Bradi1g11940,1
Bd1,phytozome9_0,gene,8883040,8885913,.,+,.,Bradi1g11950,3
Bd1,phytozome9_0,gene,8886086,8889191,.,-,.,Bradi1g11960,1
Bd1,phytozome9_0,gene,8894972,8895985,.,-,.,Bradi1g11970,1
Bd1,phytozome9_0,gene,8899665,8905152,.,+,.,Bradi1g11980,1
Bd1,phytozome9_0,gene,8933527,8934379,.,+,.,Bradi1g12020,2
Bd1,phytozome9_0,gene,8983964,8985551,.,-,.,Bradi1g12090,1
Bd1,phytozome9_0,gene,9006466,9013646,.,-,.,Bradi1g12117,1
Bd1,phytozome9_0,gene,9018584,9019682,.,+,.,Bradi1g12130,1
Bd1,phytozome9_0,gene,9069968,9073822,.,-,.,Bradi1g12150,2
Bd1,phytozome9_0,gene,9082357,9085835,.,+,.,Bradi1g12170,2
Bd1,phytozome9_0,gene,9111850,9115283,.,-,.,Bradi1g12210,2
Bd1,phytozome9_0,gene,9199519,9202652,.,-,.,Bradi1g12290,1
Bd1,phytozome9_0,gene,9204625,9211628,.,-,.,Bradi1g12300,1
Bd1,phytozome9_0,gene,9229280,9236022,.,-,.,Bradi1g12320,4
Bd1,phytozome9_0,gene,9239920,9244660,.,+,.,Bradi1g12330,3
Bd1,phytozome9_0,gene,9258281,9261252,.,-,.,Bradi1g12350,1
Bd1,phytozome9_0,gene,9267251,9268117,.,+,.,Bradi1g12360,1
Bd1,phytozome9_0,gene,9278774,9281721,.,-,.,Bradi1g12377,1
Bd1,phytozome9_0,gene,9290193,9291025,.,+,.,Bradi1g12390,2
Bd1,phytozome9_0,gene,9291467,9294311,.,+,.,Bradi1g12397,2
Bd1,phytozome9_0,gene,9300618,9303443,.,+,.,Bradi1g12410,2
Bd1,phytozome9_0,gene,9306057,9307795,.,+,.,Bradi1g12420,1
Bd1,phytozome9_0,gene,9310311,9315955,.,+,.,Bradi1g12430,1
Bd1,phytozome9_0,gene,9325635,9329905,.,+,.,Bradi1g12460,1
Bd1,phytozome9_0,gene,9394900,9397957,.,-,.,Bradi1g12497,1
Bd1,phytozome9_0,gene,9408142,9414181,.,+,.,Bradi1g12510,2
Bd1,phytozome9_0,gene,9419628,9421936,.,+,.,Bradi1g12520,1
Bd1,phytozome9_0,gene,9454455,9460789,.,-,.,Bradi1g12550,1
Bd1,phytozome9_0,gene,9462754,9464025,.,-,.,Bradi1g12560,1
Bd1,phytozome9_0,gene,9469690,9472009,.,-,.,Bradi1g12570,1
Bd1,phytozome9_0,gene,9474474,9475130,.,+,.,Bradi1g12580,1
Bd1,phytozome9_0,gene,9477210,9477698,.,-,.,Bradi1g12590,1
Bd1,phytozome9_0,gene,9497384,9497890,.,+,.,Bradi1g12620,3
Bd1,phytozome9_0,gene,9519556,9522488,.,-,.,Bradi1g12650,1
Bd1,phytozome9_0,gene,9561182,9562863,.,+,.,Bradi1g12677,1
Bd1,phytozome9_0,gene,9650691,9654260,.,-,.,Bradi1g12770,2
Bd1,phytozome9_0,gene,9674578,9675632,.,-,.,Bradi1g12780,2
Bd1,phytozome9_0,gene,9678541,9679316,.,-,.,Bradi1g12787,1
Bd1,phytozome9_0,gene,9696726,9704021,.,+,.,Bradi1g12820,3
Bd1,phytozome9_0,gene,9704835,9705790,.,-,.,Bradi1g12830,1
Bd1,phytozome9_0,gene,9757033,9761096,.,+,.,Bradi1g12870,1
Bd1,phytozome9_0,gene,9812827,9813433,.,-,.,Bradi1g12950,1
Bd1,phytozome9_0,gene,9863904,9866307,.,+,.,Bradi1g13040,2
Bd1,phytozome9_0,gene,9945598,9946352,.,-,.,Bradi1g13120,1
Bd1,phytozome9_0,gene,9960799,9961128,.,+,.,Bradi1g13140,1
Bd1,phytozome9_0,gene,9965659,9973707,.,+,.,Bradi1g13150,1
Bd1,phytozome9_0,gene,9975003,9977653,.,+,.,Bradi1g13160,1
Bd1,phytozome9_0,gene,9986220,9990590,.,-,.,Bradi1g13170,1
Bd1,phytozome9_0,gene,9999447,10003977,.,+,.,Bradi1g13180,1
Bd1,phytozome9_0,gene,10008155,10010479,.,+,.,Bradi1g13190,1
Bd1,phytozome9_0,gene,10020698,10023730,.,-,.,Bradi1g13220,1
Bd1,phytozome9_0,gene,10035222,10037605,.,-,.,Bradi1g13232,2
Bd1,phytozome9_0,gene,10044075,10046084,.,-,.,Bradi1g13240,1
Bd1,phytozome9_0,gene,10053652,10055860,.,+,.,Bradi1g13250,2
Bd1,phytozome9_0,gene,10057536,10058308,.,+,.,Bradi1g13260,2
Bd1,phytozome9_0,gene,10058623,10059021,.,-,.,Bradi1g13270,2
Bd1,phytozome9_0,gene,10066087,10066942,.,+,.,Bradi1g13280,3
Bd1,phytozome9_0,gene,10072292,10072755,.,+,.,Bradi1g13300,1
Bd1,phytozome9_0,gene,10101263,10102045,.,-,.,Bradi1g13330,4
Bd1,phytozome9_0,gene,10105633,10108581,.,-,.,Bradi1g13340,2
Bd1,phytozome9_0,gene,10109206,10112767,.,+,.,Bradi1g13350,1
